Administered,Total Doses Administered Daily,Daily Count People Receiving Dose 1,TotalDosesAdministeredCumulative,PeopleReceiving1orMoreDosesCumulative,7-Day Avg Daily Count Dose 1,7-Day Avg Total Doses Daily,DailyCountofPeopleFullyVaccinated,People Fully Vaccinated Cumulative,7-Day Avg Daily Count of People Fully Vaccinated,State,Date,NewDeaths,7-Day Moving Avg,Historic Deaths
565812483,419289,45231,565812483,256245809,47473,397874,48752,218409518,46520,United States,Apr  8 2022,888,518,0
565393194,436659,47856,565393194,256200578,51548,422589,48715,218360766,50111,United States,Apr  7 2022,518,475,0
564956535,473459,52215,564956535,256152722,54756,433339,53962,218312051,52042,United States,Apr  6 2022,942,502,0
564483076,468303,54317,564483076,256100507,55580,419550,53109,218258089,52101,United States,Apr  5 2022,668,534,-130
564014773,482506,62883,564014773,256046190,54162,379083,55211,218204980,49941,United States,Apr  4 2022,371,540,0
563532267,190906,26664,563532267,255983307,52147,333552,24313,218149769,47189,United States,Apr  3 2022,88,582,0
563341361,313994,43146,563341361,255956643,50877,315113,41580,218125456,45760,United States,Apr  2 2022,152,580,0
563027367,592299,73756,563027367,255913497,49476,287226,73886,218083876,43951,United States,Apr  1 2022,589,581,0
562435068,511903,70313,562435068,255839741,47408,233903,62236,218009990,40747,United States,Mar 31 2022,708,603,0
561923165,376942,57984,561923165,255769428,44588,186149,54372,217947754,37627,United States,Mar 30 2022,1168,628,0
561546223,185028,44389,561546223,255711444,43489,158267,37987,217893382,36059,United States,Mar 29 2022,706,637,0
561361195,163793,48776,561361195,255667055,43688,156452,35949,217855395,36500,United States,Mar 28 2022,665,666,0
561197402,61829,17777,561197402,255618279,43793,158434,14310,217819446,37263,United States,Mar 27 2022,73,678,0
561135573,118790,33340,561135573,255600502,44394,159958,28915,217805136,37658,United States,Mar 26 2022,159,686,0
561016783,219038,59280,561016783,255567162,45126,163012,51458,217776221,38600,United States,Mar 25 2022,747,690,0
560797745,177623,50573,560797745,255507882,45471,166462,40396,217724763,39724,United States,Mar 24 2022,882,717,0
560620122,181767,50290,560620122,255457309,45201,168043,43399,217684367,40563,United States,Mar 23 2022,1230,740,0
560438355,172323,45783,560438355,255407019,45561,170456,41070,217640968,41532,United States,Mar 22 2022,908,777,0
560266032,177667,49509,560266032,255361236,46423,173835,41294,217599898,42904,United States,Mar 21 2022,752,849,0
560088365,72500,21983,560088365,255311727,46573,175314,17072,217558604,44080,United States,Mar 20 2022,125,930,0
560015865,140168,38466,560015865,255289744,46499,175218,35508,217541532,44528,United States,Mar 19 2022,191,937,0
559875697,243187,61693,559875697,255251278,46510,174767,59329,217506024,45139,United States,Mar 18 2022,936,987,0
559632510,188686,48686,559632510,255189585,46807,175778,46268,217446695,46835,United States,Mar 17 2022,1041,1055,0
559443824,198660,52807,559443824,255140899,47568,178130,50185,217400427,48353,United States,Mar 16 2022,1486,1084,0
559245164,195978,51819,559245164,255088092,47916,179106,50675,217350242,49332,United States,Mar 15 2022,1415,1148,0
559049186,188022,50555,559049186,255036273,48389,180867,49523,217299567,50194,United States,Mar 14 2022,1321,1189,-3779
558861164,71826,21465,558861164,254985718,49242,183070,20208,217250044,50624,United States,Mar 13 2022,174,1214,0
558789338,137010,38544,558789338,254964253,49936,185056,39783,217229836,51093,United States,Mar 12 2022,538,1236,0
558652328,250264,63775,558652328,254925709,51501,190587,71203,217190053,52502,United States,Mar 11 2022,1413,1206,0
558402064,205152,54012,558402064,254861934,53527,198647,56893,217118850,54478,United States,Mar 10 2022,1246,1223,0
558196912,205493,55244,558196912,254807922,55109,204410,57042,217061957,55871,United States,Mar  9 2022,1934,1237,0
557991419,208299,55130,557991419,254752678,56812,210660,56707,217004915,57562,United States,Mar  8 2022,1702,1210,0
557783120,203445,56524,557783120,254697548,58783,218670,52532,216948208,59480,United States,Mar  7 2022,1493,1246,0
557579675,85732,26322,557579675,254641024,61811,233214,23494,216895676,63112,United States,Mar  6 2022,329,1343,0
557493943,175726,49501,557493943,254614702,63012,238191,49640,216872182,64182,United States,Mar  5 2022,330,1343,0
557318217,306681,77957,557318217,254565201,65413,247139,85036,216822542,66062,United States,Mar  4 2022,1531,1374,0
557011536,245495,65088,557011536,254487244,68038,257852,66649,216737506,68426,United States,Mar  3 2022,1343,1487,0
556766041,249241,67163,556766041,254422156,70589,268378,68873,216670857,70731,United States,Mar  2 2022,1748,1644,-238
556516800,264370,68924,556516800,254354993,73518,280400,70135,216601984,73774,United States,Mar  1 2022,1953,1763,0
556252430,305255,77719,556252430,254286069,76341,290945,77955,216531849,77156,United States,Feb 28 2022,2170,1950,0
555947175,120567,34731,555947175,254208350,76913,291892,30988,216453894,78361,United States,Feb 27 2022,330,1794,0
555826608,238367,66307,555826608,254173619,78102,296263,62800,216422906,79828,United States,Feb 26 2022,548,1827,0
555588241,381669,96331,555588241,254107312,79454,301869,101579,216360106,81836,United States,Feb 25 2022,2320,1853,0
555206572,319177,82949,555206572,254010981,83650,320894,82789,216258527,87299,United States,Feb 24 2022,2441,1847,0
554887395,333398,87662,554887395,253928032,85974,331946,90172,216175738,90822,United States,Feb 23 2022,2585,1822,0
554553997,338179,88689,554553997,253840370,88103,341879,93811,216085566,94294,United States,Feb 22 2022,3256,1832,0
554215818,311889,81724,554215818,253751681,89768,349567,86390,215991755,97090,United States,Feb 21 2022,1084,1798,0
553903929,151161,43054,553903929,253669957,90733,352624,41258,215905365,98409,United States,Feb 20 2022,555,2060,0
553752768,277612,75769,553752768,253626903,90778,352480,76856,215864107,98991,United States,Feb 19 2022,730,2079,0
553475156,514842,125706,553475156,253551134,93003,361402,139819,215787251,102413,United States,Feb 18 2022,2280,2116,0
552960314,396543,99213,552960314,253425428,96792,374970,107446,215647432,106910,United States,Feb 17 2022,2267,2199,0
552563771,402927,102563,552563771,253326215,100931,389163,114478,215539986,111221,United States,Feb 16 2022,2653,2240,0
552160844,391996,100350,552160844,253223652,104911,402961,113381,215425508,115333,United States,Feb 15 2022,3019,2285,362
551768848,333287,88477,551768848,253123302,108570,416956,95628,215312127,119638,United States,Feb 14 2022,2917,2392,0
551435561,150153,43368,551435561,253034825,114224,436696,45328,215216499,124551,United States,Feb 13 2022,690,2439,0
551285408,340068,91344,551285408,252991457,116526,445107,100814,215171171,126595,United States,Feb 12 2022,986,2436,0
550945340,609816,152231,550945340,252900113,119170,457997,171294,215070357,130914,United States,Feb 11 2022,2862,2469,0
550335524,495896,128186,550335524,252747882,119535,462560,137623,214899063,132434,United States,Feb 10 2022,2554,2540,0
549839628,499512,130421,549839628,252619696,119688,464025,143263,214761440,132498,United States,Feb  9 2022,2970,2562,0
549340116,489957,125965,549340116,252489275,121778,472282,143514,214618177,133802,United States,Feb  8 2022,3770,2591,0
548850159,471469,128051,548850159,252363310,125295,487439,130022,214474663,135810,United States,Feb  7 2022,3241,2650,0
548378690,209033,59481,548378690,252235259,130056,508358,59637,214344641,139653,United States,Feb  6 2022,673,2566,0
548169657,430295,109856,548169657,252175778,132020,515852,131047,214285004,140655,United States,Feb  5 2022,1213,2598,0
547739362,641758,154786,547739362,252065922,133894,520567,181930,214153957,137803,United States,Feb  4 2022,3362,2641,0
547097604,506153,129259,547097604,251911136,144913,562547,138075,213972027,141502,United States,Feb  3 2022,2708,2655,0
546591451,557311,145047,546591451,251781877,155144,600813,152386,213833952,146549,United States,Feb  2 2022,3176,2674,0
546034140,596055,150588,546034140,251636830,163381,631956,157575,213681566,150114,United States,Feb  1 2022,4182,2664,0
545438085,617898,161374,545438085,251486242,171379,659414,156918,213523991,152458,United States,Jan 31 2022,2651,2571,71
544820187,261492,73231,544820187,251324868,177867,682856,66653,213367073,152781,United States,Jan 30 2022,899,2585,0
544558695,463299,122973,544558695,251251637,180648,692264,111085,213300420,152379,United States,Jan 29 2022,1512,2590,0
544095396,935621,231918,544095396,251128664,187982,713194,207825,213189335,148259,United States,Jan 28 2022,3459,2552,121
543159775,774017,200876,543159775,250896746,194965,730563,173398,212981510,141407,United States,Jan 27 2022,2842,2596,0
542385758,775311,202709,542385758,250695870,201075,751094,177347,212808112,141648,United States,Jan 26 2022,3103,2600,268
541610447,788258,206572,541610447,250493161,208430,777605,173983,212630765,142823,United States,Jan 25 2022,3537,2559,0
540822189,781991,206793,540822189,250286589,215471,805211,159174,212456782,144737,United States,Jan 24 2022,2747,2430,0
540040198,327350,92696,540040198,250079796,217018,810164,63840,212297608,142048,United States,Jan 23 2022,936,2244,0
539712848,609812,174307,539712848,249987100,219056,818634,82247,212233768,141176,United States,Jan 22 2022,1243,2232,0
539103036,1057205,280800,539103036,249812793,226626,842798,159862,212151521,141885,United States,Jan 21 2022,3768,2251,79
538045831,917729,243646,538045831,249531993,240924,898358,175083,211991659,143961,United States,Jan 20 2022,2869,2116,0
537128102,960893,254197,537128102,249288347,254500,948262,185571,211816576,145828,United States,Jan 19 2022,2819,2012,408
536167209,981494,255855,536167209,249034150,267068,994962,187380,211631005,147818,United States,Jan 18 2022,2632,1923,0
535185715,816662,217622,535185715,248778295,279238,1038687,140356,211443625,149767,United States,Jan 17 2022,1446,2004,0
534369053,386641,106968,534369053,248560673,295634,1099060,57734,211303269,156809,United States,Jan 16 2022,850,2077,0
533982412,778965,227294,533982412,248453705,300748,1114040,87209,211245535,159227,United States,Jan 15 2022,1377,2051,0
533203447,1446119,380887,533203447,248226411,307675,1150507,174392,211158326,171646,United States,Jan 14 2022,2820,1977,140
531757328,1267059,338680,531757328,247845524,310585,1174731,188155,210983934,181675,United States,Jan 13 2022,2146,1910,0
530490269,1287791,342169,530490269,247506844,315349,1199009,199498,210795779,185062,United States,Jan 12 2022,2192,1899,282
529202478,1287570,341048,529202478,247164675,321030,1218970,201027,210596281,186914,United States,Jan 11 2022,3199,1824,0
527914908,1239275,332392,527914908,246823627,325849,1234578,189650,210395254,188763,United States,Jan 10 2022,1956,1768,0
526675633,491498,142767,526675633,246491235,327397,1232694,74658,210205604,189722,United States,Jan  9 2022,670,1700,0
526184135,1034235,275781,526184135,246348468,326629,1232937,174142,210130946,191954,United States,Jan  8 2022,857,1655,0
525149900,1615691,401260,525149900,246072687,291967,1099758,244598,209956804,169369,United States,Jan  7 2022,2355,1592,136
523534209,1437002,372029,523534209,245671427,257775,955025,211861,209712206,147730,United States,Jan  6 2022,2064,1444,0
522097207,1427522,381930,522097207,245299398,262242,965906,212460,209500345,148060,United States,Jan  5 2022,1669,1340,165
520669685,1396822,374782,520669685,244917468,270011,998595,213972,209287885,151500,United States,Jan  4 2022,2810,1327,0
519272863,1226088,343228,519272863,244542686,278656,1038142,196363,209073913,155376,United States,Jan  3 2022,1478,1238,172
518046775,493199,137396,518046775,244199458,286127,1079311,90281,208877550,160139,United States,Jan  2 2022,354,1258,0
517553576,101981,33144,517553576,244062062,285413,1076942,16045,208787269,159136,United States,Jan  1 2022,417,1245,0
517451595,602558,161916,517451595,244028918,280974,1063281,93128,208771224,156975,United States,Dec 31 2021,1321,1222,0
516849037,1513172,403297,516849037,243867002,272672,1031169,214173,208678096,151756,United States,Dec 30 2021,1335,1227,0
515335865,1656343,436312,515335865,243463705,267740,1021854,236541,208463923,146570,United States,Dec 29 2021,1580,1182,232
513679522,1673652,435300,513679522,243027393,269332,1048976,241102,208227382,146889,United States,Dec 28 2021,2183,1178,0
512005870,1514274,395526,512005870,242592093,273959,1089073,229704,207986280,147106,United States,Dec 27 2021,1617,1189,324
510491596,476617,132393,510491596,242196567,280655,1133631,83256,207756576,146688,United States,Dec 26 2021,262,1155,0
510014979,6354,2077,510014979,242064174,285987,1156597,918,207673320,146488,United States,Dec 25 2021,256,1157,0
510008625,377770,103799,510008625,242062097,326945,1315074,56601,207672402,169669,United States,Dec 24 2021,1362,1204,0
509630855,1447965,368776,509630855,241958298,374031,1534972,177870,207615801,197650,United States,Dec 23 2021,1015,1274,2163
508182890,1846203,447451,508182890,241589522,377118,1567317,238773,207437931,196535,United States,Dec 22 2021,1554,1287,276
506336687,1954327,467693,506336687,241142071,367341,1546769,242618,207199158,199680,United States,Dec 21 2021,2259,1304,15
504382360,1826181,442399,504382360,240674378,353010,1510608,226780,206956540,205948,United States,Dec 20 2021,1377,1254,68
502556179,637380,169716,502556179,240231979,339514,1479015,81853,206729760,213423,United States,Dec 19 2021,276,1238,0
501918799,1115689,288778,501918799,240062263,336964,1477539,163190,206647907,220268,United States,Dec 18 2021,591,1242,0
500803110,1917058,433405,500803110,239773485,333934,1496841,252467,206484717,245060,United States,Dec 17 2021,1852,1228,214
498886052,1674382,390384,498886052,239340080,332686,1521821,170065,206232250,265682,United States,Dec 16 2021,1106,1224,1
497211670,1702365,379012,497211670,238949696,334785,1555068,260787,206062185,289944,United States,Dec 15 2021,1667,1232,230
495509305,1701204,367374,495509305,238570684,338912,1584806,286494,205801398,303052,United States,Dec 14 2021,1911,1177,0
493808101,1605026,347928,493808101,238203310,344024,1612657,279108,205514904,310918,United States,Dec 13 2021,1269,1168,36
492203075,627052,151864,492203075,237855382,350135,1643127,129768,205235796,317578,United States,Dec 12 2021,303,1166,0
491576023,1250797,267570,491576023,237703518,352161,1657266,336734,205106028,326113,United States,Dec 11 2021,493,1162,0
490325226,2091919,424673,490325226,237435948,357075,1688974,396818,204769294,342615,United States,Dec 10 2021,1825,1173,151
488233307,1907110,405076,488233307,237011275,366105,1736166,339896,204372476,356203,United States,Dec  9 2021,1157,1123,0
486326197,1910536,407898,486326197,236606199,372328,1770576,352546,204032580,364002,United States,Dec  8 2021,1285,1135,185
484415661,1896157,403161,484415661,236198301,379815,1803245,341553,203680034,372126,United States,Dec  7 2021,1850,1174,0
482519504,1818321,390701,482519504,235795140,380337,1805522,325730,203338481,379272,United States,Dec  6 2021,1255,1140,47
480701183,726021,166050,480701183,235404439,375384,1781932,189517,203012751,384350,United States,Dec  5 2021,274,1190,0
479975162,1472757,301967,479975162,235238389,372058,1762237,452248,202823234,378373,United States,Dec  4 2021,569,1178,0
478502405,2422258,487884,478502405,234936422,360467,1679021,491929,202370986,342239,United States,Dec  3 2021,1473,1128,175
476080147,2147982,448636,476080147,234448538,335374,1504604,394490,201879057,297220,United States,Dec  2 2021,1242,997,0
473932165,2139217,460309,473932165,233999902,272550,1201684,409412,201484567,241596,United States,Dec  1 2021,1557,887,160
471792948,1912100,406813,471792948,233539593,264398,1092748,391578,201075155,205220,United States,Nov 30 2021,1611,839,12
469880848,1653186,356028,469880848,233132780,276538,1073937,361275,200683577,173012,United States,Nov 29 2021,1608,830,58
468227662,588162,142772,468227662,232776752,295780,1095412,147682,200322302,145948,United States,Nov 28 2021,191,762,0
467639500,890245,220826,467639500,232633980,304927,1103027,199309,200174620,133457,United States,Nov 27 2021,215,759,0
466749255,1201337,312232,466749255,232413154,339140,1151267,176792,199975311,119427,United States,Nov 26 2021,558,782,0
465547918,27538,8867,465547918,232100922,378032,1274414,5126,199798519,122127,United States,Nov 25 2021,469,929,0
465520380,1376669,403245,465520380,232092055,449390,1524610,154776,199793393,145941,United States,Nov 24 2021,1221,1018,147
464143711,1780419,491796,464143711,231688810,464316,1578034,166123,199638617,148519,United States,Nov 23 2021,1552,1025,9
462363292,1803515,490723,462363292,231197014,463982,1562736,171829,199472494,148714,United States,Nov 22 2021,1128,1011,42
460559777,641467,206799,460559777,230706291,459850,1525597,60245,199300665,148092,United States,Nov 21 2021,173,998,0
459918310,1227922,460320,459918310,230499492,464650,1516374,101099,199240420,148160,United States,Nov 20 2021,373,1004,0
458690388,2063371,584474,458690388,230039172,475420,1508245,195690,199139321,148443,United States,Nov 19 2021,1591,1030,71
456627017,1778909,508374,456627017,229454698,483448,1496679,171828,198943631,149016,United States,Nov 18 2021,1090,1045,2783
454848108,1750633,507729,454848108,228946324,489450,1470405,172816,198771803,146450,United States,Nov 17 2021,1269,1027,178
453097475,1673333,489457,453097475,228438595,498998,1471580,167489,198598987,146143,United States,Nov 16 2021,1458,1025,0
451424142,1543545,461798,451424142,227949138,503872,1465147,167477,198431498,145995,United States,Nov 15 2021,1037,1044,39
449880597,576907,240399,449880597,227487340,505347,1452556,60718,198264021,146825,United States,Nov 14 2021,216,1060,0
449303690,1171015,535710,449303690,227246941,503616,1449085,103081,198203303,148240,United States,Nov 13 2021,551,1065,0
448132675,1982414,640667,448132675,226711231,482858,1428955,199706,198100222,150353,United States,Nov 12 2021,1698,1055,43
446150261,1594988,550392,446150261,226070564,456402,1417513,153862,197900516,154674,United States,Nov 11 2021,966,1036,11
444555273,1758856,574561,444555273,225520172,428055,1422194,170665,197746654,160587,United States,Nov 10 2021,1252,1070,88
442796417,1628304,523574,442796417,224945611,390646,1392982,166454,197575989,163670,United States,Nov  9 2021,1594,1097,0
441168113,1455407,472126,441168113,224422037,356540,1373607,173289,197409535,166841,United States,Nov  8 2021,1147,1074,24
439712706,552611,228284,439712706,223949911,329811,1373433,70626,197236246,170022,United States,Nov  7 2021,253,1074,0
439160095,1030108,390399,439160095,223721627,311603,1356696,117872,197165620,170025,United States,Nov  6 2021,477,1081,0
438129987,1902318,455476,438129987,223331228,279783,1325993,229952,197047748,170237,United States,Nov  5 2021,1563,1077,55
436227669,1627751,351966,436227669,222875752,261517,1307670,195250,196817796,171417,United States,Nov  4 2021,1207,1102,0
434599918,1554375,312696,434599918,222523786,253854,1303365,192249,196622546,173386,United States,Nov  3 2021,1444,1112,-247
433045543,1492682,284833,433045543,222211090,253167,1311538,188652,196430297,175553,United States,Nov  2 2021,1433,1149,17
431552861,1454188,285026,431552861,221926257,255132,1319657,195556,196241645,177369,United States,Nov  1 2021,1141,1233,47
430098673,435450,100822,430098673,221641231,257736,1328589,70644,196046089,178665,United States,Oct 31 2021,303,1211,0
429663223,815185,167662,429663223,221540409,258818,1333607,119354,195975445,180076,United States,Oct 30 2021,448,1217,0
428848038,1774058,327616,428848038,221372747,260094,1334944,238214,195856091,182147,United States,Oct 29 2021,1738,1248,71
427073980,1597615,298325,427073980,221045131,255142,1277077,209032,195617877,183298,United States,Oct 28 2021,1277,1268,1
425476365,1611585,307884,425476365,220746806,242143,1170537,207421,195408845,181649,United States,Oct 27 2021,1708,1305,66
423864780,1549516,298589,423864780,220438922,227297,1058916,201360,195201424,179862,United States,Oct 26 2021,2017,1311,25
422315264,1516712,303252,422315264,220140333,213588,954228,204631,195000064,178676,United States,Oct 25 2021,992,1286,56
420798552,470580,108400,420798552,219837081,202243,855580,80518,194795433,179677,United States,Oct 24 2021,343,1324,0
420327972,824541,176595,420327972,219728681,198768,826700,133856,194714915,180235,United States,Oct 23 2021,667,1376,0
419503431,1368993,292947,419503431,219552086,193724,778852,246271,194581059,181848,United States,Oct 22 2021,1875,1414,77
418134438,851835,207331,418134438,219259139,189343,732531,197487,194334788,186391,United States,Oct 21 2021,1534,1429,0
417282603,830236,203962,417282603,219051808,192099,740104,194913,194137301,190994,United States,Oct 20 2021,1752,1433,78
416452367,816696,202629,416452367,218847846,195527,749882,193056,193942388,195889,United States,Oct 19 2021,1845,1437,1
