Administered,Total Doses Administered Daily,Daily Count People Receiving Dose 1,TotalDosesAdministeredCumulative,PeopleReceiving1orMoreDosesCumulative,7-Day Avg Daily Count Dose 1,7-Day Avg Total Doses Daily,DailyCountofPeopleFullyVaccinated,People Fully Vaccinated Cumulative,7-Day Avg Daily Count of People Fully Vaccinated,State,Date,NewDeaths,7-Day Moving Avg,Historic Deaths
253188821,2888762,1103566,253188821,149428330,1093353,2672849,1792179,108491262,1560417,United States,Apr 27 2021,541,649,0
250300059,2383503,931543,250300059,148324764,1129491,2720683,1434021,106699083,1566631,United States,Apr 26 2021,487,677,0
247916556,991698,489714,247916556,147393221,1151029,2748269,495813,105265062,1571067,United States,Apr 25 2021,433,677,0
246924858,2204663,1002991,246924858,146903507,1157912,2768281,1186562,104769249,1583487,United States,Apr 24 2021,663,687,0
244720195,3287332,1350081,244720195,145900516,1180686,2790423,1906000,103582687,1582173,United States,Apr 23 2021,847,683,0
241432863,3488220,1396894,241432863,144550435,1221017,2834780,2057377,101676687,1585586,United States,Apr 22 2021,794,679,0
237944643,3465763,1378679,237944643,143153541,1271638,2870961,2050965,99619310,1570366,United States,Apr 21 2021,779,679,0
234478880,3223605,1356535,234478880,141774862,1321575,2903085,1835679,97568345,1552613,United States,Apr 20 2021,740,682,0
231255275,2576605,1082307,231255275,140418327,1376449,2939247,1465076,95732666,1535961,United States,Apr 19 2021,488,683,0
228678670,1131782,537900,228678670,139336020,1455145,3002435,582748,94267590,1573187,United States,Apr 18 2021,503,692,0
227546888,2359653,1162404,227546888,138798120,1497417,3040881,1177366,93684842,1604374,United States,Apr 17 2021,636,687,0
225187235,3597832,1632401,225187235,137635716,1577921,3116634,1929891,92507476,1672965,United States,Apr 16 2021,813,703,0
221589403,3741486,1751241,221589403,136003315,1693564,3220066,1950835,90577585,1745690,United States,Apr 15 2021,797,706,0
217847917,3690630,1728238,217847917,134252074,1810410,3329029,1926697,88626750,1826585,United States,Apr 14 2021,801,715,0
214157287,3476741,1740652,214157287,132523836,1929699,3424628,1719117,86700053,1880655,United States,Apr 13 2021,748,719,0
210680546,3018920,1633177,210680546,130783184,2008280,3496732,1725656,84980936,1932322,United States,Apr 12 2021,546,715,0
207661626,1400908,833805,207661626,129150007,2023015,3509485,801059,83255280,1914738,United States,Apr 11 2021,468,691,0
206260718,2889923,1725931,206260718,128316202,1966510,3418532,1657497,82454221,1853384,United States,Apr 10 2021,748,698,0
203370795,4321852,2441901,203370795,126590271,1909357,3334743,2438972,80796724,1782199,United States,Apr  9 2021,839,698,26
199048943,4504228,2569165,199048943,124148370,1854907,3240224,2517099,78357752,1693390,United States,Apr  8 2021,861,698,0
194544715,4359824,2563264,194544715,121579205,1849715,3248440,2305182,75840653,1654271,United States,Apr  7 2021,827,692,0
190184891,3981467,2290715,190184891,119015941,1828414,3222138,2080788,73535471,1602244,United States,Apr  6 2021,722,711,0
186203424,3108191,1736326,186203424,116725226,1789109,3167254,1602570,71454683,1542520,United States,Apr  5 2021,375,711,0
183095233,764236,438265,183095233,114988900,1771002,3129161,371582,69852113,1495787,United States,Apr  4 2021,519,737,0
182330997,2303405,1325862,182330997,114550635,1804430,3193015,1159202,69480531,1521442,United States,Apr  3 2021,744,751,0
180027592,3660217,2060751,180027592,113224773,1811059,3217591,1817310,68321329,1522215,United States,Apr  2 2021,844,767,0
176367375,4561740,2532819,176367375,111164022,1817525,3242383,2243265,66504019,1519974,United States,Apr  1 2021,817,798,0
171805635,4175707,2414159,171805635,108631203,1779765,3139261,1940988,64260754,1435116,United States,Mar 31 2021,958,822,0
167629928,3597279,2015578,167629928,106217044,1750683,3051473,1662725,62319766,1361233,United States,Mar 30 2021,723,846,0
164032649,2841544,1609583,164032649,104201466,1746248,2975912,1275435,60657041,1288437,United States,Mar 29 2021,555,850,0
161191105,1211211,672257,161191105,102591883,1745595,2908046,551166,59381606,1221621,United States,Mar 28 2021,617,905,0
159979894,2475436,1372265,159979894,101919626,1747231,2880796,1164614,58830440,1195962,United States,Mar 27 2021,856,896,0
157504458,3833767,2106012,157504458,100547361,1752886,2835346,1801623,57665826,1152473,United States,Mar 26 2021,1061,877,0
153670691,3839886,2268500,153670691,98441349,1768462,2764866,1649263,55864203,1069906,United States,Mar 25 2021,989,894,0
149830805,3561185,2210586,149830805,96172849,1772512,2702714,1423808,54214940,1006472,United States,Mar 24 2021,1122,873,0
146269620,3068353,1984531,146269620,93962263,1760809,2646937,1153149,52791132,964635,United States,Mar 23 2021,753,864,0
143201267,2366484,1605015,143201267,91977732,1753166,2621375,807723,51637983,949746,United States,Mar 22 2021,943,880,0
140834783,1020463,683708,140834783,90372717,1737991,2609567,371552,50830260,958568,United States,Mar 21 2021,549,845,0
139814320,2157285,1411847,139814320,89689009,1732938,2604389,860191,50458708,966437,United States,Mar 20 2021,722,861,0
137657035,3340404,2215050,137657035,88277162,1729101,2609309,1223659,49598517,989040,United States,Mar 19 2021,1186,897,0
134316631,3404825,2296844,134316631,86062112,1715290,2621989,1205225,48374858,1032634,United States,Mar 18 2021,839,912,0
130911806,3170746,2128665,130911806,83765268,1712632,2627276,1130943,47169633,1060437,United States,Mar 17 2021,1058,981,0
127741060,2889417,1931036,127741060,81636603,1703369,2620965,1048932,46038690,1080137,United States,Mar 16 2021,863,1056,0
124851643,2283832,1498786,124851643,79705567,1686125,2595209,869477,44989758,1084705,United States,Mar 15 2021,699,1078,0
122567811,984212,648335,122567811,78206781,1683881,2578353,426632,44120281,1082129,United States,Mar 14 2021,662,1096,0
121583599,2191724,1384988,121583599,77558446,1688057,2569906,1018412,43693649,1070218,United States,Mar 13 2021,976,1131,0
119391875,3429166,2118376,119391875,76173458,1683200,2551054,1528818,42675237,1047985,United States,Mar 12 2021,1287,1174,165
115962709,3441836,2278240,115962709,74055082,1666923,2522747,1399842,41146419,1016310,United States,Mar 11 2021,1325,1269,0
112520873,3126566,2063820,112520873,71776842,1621060,2488942,1268849,39746577,994050,United States,Mar 10 2021,1581,1303,0
109394307,2709124,1810329,109394307,69713022,1575234,2457252,1080903,38477728,973178,United States,Mar  9 2021,1019,1300,138
106685183,2165843,1483082,106685183,67902693,1525771,2422403,851450,37396825,956010,United States,Mar  8 2021,822,1348,0
104519340,925085,677567,104519340,66419611,1485456,2406573,343249,36545375,948002,United States,Mar  7 2021,913,1410,0
103594255,2059756,1350989,103594255,65742044,1465061,2396680,862781,36202126,941120,United States,Mar  6 2021,1272,1435,0
101534499,3231022,2004432,101534499,64391055,1435071,2387702,1307095,35339345,934686,United States,Mar  5 2021,1956,1484,0
98303477,3205196,1957201,98303477,62386623,1387762,2371274,1244026,34032250,945553,United States,Mar  4 2021,1560,1481,0
95098281,2904738,1743038,95098281,60429422,1327776,2333408,1122744,32788224,959588,United States,Mar  3 2021,1558,1677,0
92193543,2465180,1464091,92193543,58686384,1256721,2279795,960724,31665480,975541,United States,Mar  2 2021,1356,1741,0
89728363,2055033,1200871,89728363,57222293,1171378,2204698,795393,30704756,984980,United States,Mar  1 2021,1258,1792,0
87673330,855838,534808,87673330,56021422,1088023,2120089,295077,29909363,986000,United States,Feb 28 2021,1089,1830,0
86817492,1996904,1141056,86817492,55486614,1047966,2082992,817746,29614286,990091,United States,Feb 27 2021,1613,1895,0
84820588,3116032,1673272,84820588,54345558,970193,1984375,1383161,28796540,970506,United States,Feb 26 2021,1934,1936,0
81704556,2940134,1537295,81704556,52672286,848845,1820395,1342273,27413379,929533,United States,Feb 25 2021,2936,2009,0
78764422,2529442,1245653,78764422,51134991,748313,1665784,1234412,26071106,877107,United States,Feb 24 2021,2007,1913,0
76234980,1939502,866690,76234980,49889338,703647,1585320,1026795,24836694,842324,United States,Feb 23 2021,1709,1939,0
74295478,1462773,617388,74295478,49022648,693652,1539956,802537,23809899,808232,United States,Feb 22 2021,1524,1900,0
72832705,596160,254411,72832705,48405260,692598,1499386,323710,23007362,770044,United States,Feb 21 2021,1546,1882,0
72236545,1306582,596644,72236545,48150849,705749,1498892,680657,22683652,756558,United States,Feb 20 2021,1896,1883,0
70929963,1968174,823835,70929963,47554205,744765,1523069,1096347,22002995,741069,United States,Feb 19 2021,2450,1913,0
68961789,1857855,833570,68961789,46730370,824032,1611366,975294,20906648,749924,United States,Feb 18 2021,2260,1924,0
67103934,1966197,932992,67103934,45896800,887317,1689907,990931,19931354,766381,United States,Feb 17 2021,2194,2065,0
65137737,1621950,796724,65137737,44963808,929612,1738488,788145,18940423,772969,United States,Feb 16 2021,1431,2156,0
63515787,1178787,610013,63515787,44167084,963969,1788965,535223,18152278,788474,United States,Feb 15 2021,1399,2300,0
62337000,592698,346464,62337000,43557071,996444,1846338,229309,17617055,812855,United States,Feb 14 2021,1554,2343,0
61744302,1475824,869756,61744302,43210607,986519,1825175,572236,17387746,802526,United States,Feb 13 2021,2109,2379,1204
60268478,2586249,1378706,60268478,42340851,984115,1800403,1158327,16815510,781156,United States,Feb 12 2021,2527,2474,2559
57682229,2407643,1276564,57682229,40962145,980761,1767596,1090496,15657183,753091,United States,Feb 11 2021,3246,2602,0
55274586,2306267,1229060,55274586,39685581,996779,1758958,1037049,14566687,727887,United States,Feb 10 2021,2828,2585,0
52968319,1975286,1037221,52968319,38456521,1001242,1735183,896677,13529638,699112,United States,Feb  9 2021,2440,2655,0
50993033,1580400,837339,50993033,37419300,990658,1695476,705890,12632961,671081,United States,Feb  8 2021,1698,2731,0
49412633,444559,276986,49412633,36581961,981178,1667849,157010,11927071,652297,United States,Feb  7 2021,1810,2814,0
48968074,1302414,852930,48968074,36304975,987630,1670040,422642,11770061,648091,United States,Feb  6 2021,2774,2883,0
47665660,2356602,1355228,47665660,35452045,974188,1629590,961872,11347419,622431,United States,Feb  5 2021,3418,2882,0
45309058,2347176,1388691,45309058,34096817,976767,1566593,914067,10385547,556005,United States,Feb  4 2021,3132,2861,0
42961882,2139842,1260299,42961882,32708126,974224,1511758,835629,9471480,505293,United States,Feb  3 2021,3318,2966,0
40822040,1697336,963136,40822040,31447827,972997,1482363,700457,8635851,478689,United States,Feb  2 2021,2968,3060,0
39124704,1387014,770976,39124704,30484691,985875,1477442,574405,7935394,461891,United States,Feb  1 2021,2279,3145,0
37737690,459893,322148,37737690,29713715,998632,1475579,127563,7360989,449857,United States,Jan 31 2021,2294,3123,0
37277797,1019268,758836,37277797,29391567,995508,1466423,243023,7233426,444273,United States,Jan 30 2021,2769,3150,0
36258529,1915620,1373284,36258529,28632731,993380,1450600,496889,6990403,431131,United States,Jan 29 2021,3270,3181,0
34342909,1963331,1370888,34342909,27259447,996266,1409504,559087,6493514,390131,United States,Jan 28 2021,3864,3241,0
32379578,1934078,1251712,32379578,25888559,990610,1362176,649402,5934427,349569,United States,Jan 27 2021,3981,3238,0
30445500,1662892,1053283,30445500,24636847,976744,1314787,582870,5285025,317011,United States,Jan 26 2021,3559,3220,0
28782608,1373970,860272,28782608,23583564,964294,1269547,490162,4702155,284721,United States,Jan 25 2021,2129,3106,0
27408638,395800,300279,27408638,22723292,932670,1199746,88478,4211993,247281,United States,Jan 24 2021,2483,3128,0
27012838,908508,743944,27012838,22423013,926371,1186872,151026,4123515,240661,United States,Jan 23 2021,2987,3141,0
26104330,1627952,1393482,26104330,21679069,901086,1149834,209893,3972489,229368,United States,Jan 22 2021,3688,3219,0
24476378,1632033,1331298,24476378,20285587,861635,1096819,275155,3762596,216652,United States,Jan 21 2021,3839,3178,0
22844345,1602357,1154650,22844345,18954289,836841,1051655,421495,3487441,196755,United States,Jan 20 2021,3859,3160,0
21241988,1346209,966135,21241988,17799639,819097,1011808,356839,3065946,175211,United States,Jan 19 2021,2758,3190,0
19895779,885364,638899,19895779,16833504,812184,999267,228084,2709107,169180,United States,Jan 18 2021,2286,3311,0
19010415,305681,256190,19010415,16194605,824374,1025620,42134,2481023,182703,United States,Jan 17 2021,2576,3358,0
18704734,649241,566950,18704734,15938415,813003,1017875,71978,2438889,186636,United States,Jan 16 2021,3528,3356,0
18055493,1256851,1117321,18055493,15371465,784988,997779,120876,2366911,194752,United States,Jan 15 2021,3406,3329,0
16798642,1315885,1157739,16798642,14254144,746555,994783,135881,2246035,229430,United States,Jan 14 2021,3708,3381,0
15482757,1323428,1030442,15482757,13096405,705035,973916,270685,2110154,250174,United States,Jan 13 2021,4072,3420,0
14159329,1258418,917745,14159329,12065963,676639,930925,314625,1839469,236166,United States,Jan 12 2021,3602,3391,0
12900911,1069837,724234,12900911,11148218,649994,869864,322741,1524844,203723,United States,Jan 11 2021,2619,3375,0
11831074,251462,176587,11831074,10423984,632198,810908,69668,1202103,164031,United States,Jan 10 2021,2563,3300,0
11579612,508571,370849,11579612,10247397,625845,794841,128790,1132435,154430,United States,Jan  9 2021,3337,3226,0
11071041,1235883,848289,11071041,9876548,609439,759893,363617,1003645,136442,United States,Jan  8 2021,3772,3087,0
9835158,1169813,867102,9835158,9028259,501919,598422,281093,640028,85501,United States,Jan  7 2021,3981,2980,0
8665345,1022490,831666,8665345,8161157,436790,491369,172628,358935,45799,United States,Jan  6 2021,3864,2951,0
7642855,830989,731232,7642855,7329491,435734,465696,87523,186307,22249,United States,Jan  5 2021,3491,2938,0
6811866,657146,599659,6811866,6598259,431768,450060,44901,98784,10494,United States,Jan  4 2021,2092,2919,0
6154720,138995,132121,6154720,5998600,428555,440627,2459,53883,4680,United States,Jan  3 2021,2046,2940,0
6015725,263932,256006,6015725,5866479,423039,434513,2876,51424,4433,United States,Jan  2 2021,2369,2919,0
5751793,105587,95645,5751793,5610473,406208,417008,7027,48548,4158,United States,Jan  1 2021,3023,2816,0
5646206,420444,411199,5646206,5514828,394333,403736,3176,41521,3170,United States,Dec 31 2020,3773,2702,0
5225762,842777,824278,5225762,5103629,362899,371670,7780,38345,2874,United States,Dec 30 2020,3772,2596,0
4382985,721538,703465,4382985,4279351,325567,333327,5239,30565,2185,United States,Dec 29 2020,3360,2515,0
3661447,591116,577168,3661447,3575886,287844,294250,4204,25326,1850,United States,Dec 28 2020,2240,2451,0
3070331,96195,93514,3070331,2998718,259030,264404,730,21122,1464,United States,Dec 27 2020,1899,2443,0
2974136,141397,138184,2974136,2905204,260458,265728,953,20392,1462,United States,Dec 26 2020,1649,2471,0
2832739,12683,12525,2832739,2767020,266164,271527,105,19439,1478,United States,Dec 25 2020,2221,2619,0
2820056,195983,191157,2820056,2754495,322651,329195,1104,19334,1633,United States,Dec 24 2020,3032,2727,0
2624073,574380,562953,2624073,2563338,333299,340137,2963,18230,1583,United States,Dec 23 2020,3209,2772,0
2049693,447995,439404,2049693,2000385,274901,280850,2891,15267,1223,United States,Dec 22 2020,2909,2798,0
1601698,382196,375475,1601698,1560981,218669,223699,1502,12376,847,United States,Dec 21 2020,2188,2778,0
1219502,105462,103509,1219502,1185506,165662,169755,716,10874,650,United States,Dec 20 2020,2091,2753,0
1114040,181987,178125,1114040,1081997,154571,159149,1065,10158,1451,United States,Dec 19 2020,2685,2747,0
932053,416361,407934,932053,903872,150645,155342,1193,9093,1516,United States,Dec 18 2020,2976,2706,0
515692,272576,265691,515692,495938,99188,103138,749,7900,1580,United States,Dec 17 2020,3347,2739,0
243116,159375,154167,243116,230247,57562,60779,447,7151,1788,United States,Dec 16 2020,3395,2645,0
83741,47939,45780,83741,76080,25360,27914,257,6704,2235,United States,Dec 15 2020,2765,2642,0
35802,4585,4426,35802,30300,15150,17901,122,6447,3224,United States,Dec 14 2020,2017,2611,0
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,